Headline,Posted
Gurjar for restricting non-plan expenditure ," January 11, 2009"
"SEBI to review earnings of Nifty, Sensex companies "," January 10, 2009"
BJP stages protest at HMWSSB ," January 06, 2009"
MBA in health management ," January 05, 2009"
A safe bet ," January 04, 2009"
Ordinance to amend CISF Act ," January 03, 2009"
Sensex surrenders 10640 points in 2008 ," January 01, 2009"
"Tatas, Oberois seek CISF cover "," January 01, 2009"
RPL’s LPG export plea turned down ," December 31, 2008"
Adopt eco-friendly agriculture: expert ," December 31, 2008"
RPL’s world’s biggest refinery on stream ," December 26, 2008"
Ambedkar corporation to work towards spotting real beneficiaries for schemes ," December 23, 2008"
100 oil blocks to be offered in February ," December 23, 2008"
"Vocational stream of education, a boon to students in rural areas "," December 22, 2008"
U.S. lawmakers ask Ex-Im Bank to suspend aid to Reliance Industries ," December 21, 2008"
Community hall inaugurated ," December 21, 2008"
Corporate matters on blog ," December 20, 2008"
Telecom major covers more villages ," December 20, 2008"
In Coimbatore Today ," December 19, 2008"
Corporate blog ," December 18, 2008"
Corporate matters on blog ," December 18, 2008"
Biocon to scale up R&D spend ," December 14, 2008"
Sensex recovers from early lows ," December 13, 2008"
Biocon to scale up R&D spend ," December 14, 2008"
Sensex recovers from early lows ," December 13, 2008"
Tiruchi Today ," December 11, 2008"
Finding the right solution ," December 08, 2008"
"India, Russia sustain business ties: Kamal Nath "," December 06, 2008"
An opportunity to promote a global strategy against terrorism ," December 04, 2008"
Chennai today ," December 03, 2008"
"Creative mind must for animation, students told "," December 01, 2008"
Heightened vigil for safety of port ," December 01, 2008"
Conference on drilling operations in K-G basin ," December 01, 2008"
Beatstreet ," November 29, 2008"
Endless wait for Reliance gas ," November 28, 2008"
YSR leaves for Delhi ," November 26, 2008"
"Fulfil commitments to people, MP tells RIL "," November 26, 2008"
Sensex at three-year low ," November 26, 2008"
Beatstreet ," November 24, 2008"
We must check economic meltdown: Advani ," November 21, 2008"
Mega job fair ," November 21, 2008"
State opts for naphtha to meet power shortage ," November 21, 2008"
44 blocks awarded under NELP VII ," November 21, 2008"
Reinventing a proven indigenous missile? ," November 20, 2008"
Isaac questions Chidambaram’s suggestion ," November 20, 2008"
New Arrivals ," November 18, 2008"
Job fair in Virudhunagar ," November 18, 2008"
New Arrivals ," November 18, 2008"
Job fair in Virudhunagar ," November 18, 2008"
Opportunities galore in retail management ," November 17, 2008"
TNEB cautious about impact of regulations ," November 17, 2008"
Collector lays emphasis on communication skills ," November 17, 2008"
Global sentiment continues to weigh on Sensex ," November 15, 2008"
Kochi today ," November 14, 2008"
Arcelor submits EoI for abandoned mines ," November 13, 2008"
Krishna-Godavari Gas Network revamped ," November 11, 2008"
Sensex surges on China stimulus ," November 11, 2008"
Reliance Rosa Power Phase-I by 2009 ," November 07, 2008"
Sensex sheds 385 points ," November 07, 2008"
Sensex tanks 511 points on profit selling ," November 06, 2008"
Sensex regains 10000-mark ," November 04, 2008"
NTPC clears gas power unit planned at Yanam ," October 30, 2008"
Plea for adequate gas supply ," October 30, 2008"
Bangalore today ," October 25, 2008"
Linde group bets big on India ," October 25, 2008"
RIL profit rises 7% ," October 24, 2008"
Sensex revisits below 10000-mark ," October 24, 2008"
"Rental value soars in CBD, but flat in suburbs "," October 23, 2008"
Wanted: models for city events ," October 22, 2008"
Achieve food security: Speaker ," October 21, 2008"
Big TV touches half a million subscriber-mark ," October 21, 2008"
Blanket drilling holiday ruled out ," October 20, 2008"
Challenging environment for software companies ," October 20, 2008"
Challenging environment for software companies ," October 20, 2008"
‘Good news for engg. colleges’ ," October 19, 2008"
PNs: FIIs disclose details to overseas entities ," October 18, 2008"
‘Self-reliance in defence technology vital’ ," October 17, 2008"
Two-day job fair from tomorrow ," October 17, 2008"
"Rs. 1,500-cr. debt relief for weavers sought "," October 14, 2008"
"YSR seeks Rs. 1,500-crore debt relief for weavers "," October 14, 2008"
IIM-K management meet ends ," October 13, 2008"
‘More power if projects take off as planned’ ," October 10, 2008"
Sensex drops further on selling ," October 08, 2008"
RIL set to begin test run at new refinery ," October 04, 2008"
National award for IICT scientist ," October 02, 2008"
"Cine, TV staff list demands "," October 02, 2008"
RIL-RNRL case: Power Ministry to back NTPC ," October 01, 2008"
‘Powerful’ middle class ," September 29, 2008"
A mine of opportunities ," September 29, 2008"
Industry cannot skirt social issues ," September 29, 2008"
Sensex surrenders 445 points ," September 27, 2008"
Cable operators slash subscription fee ," September 26, 2008"
Ministry to intervene in Ambanis’ row ," September 26, 2008"
Ministry to intervene in Ambanis’ row ," September 26, 2008"
‘DRDO has emerged as a strong science and technology force’ ," September 26, 2008"
‘DRDO has emerged as a strong science and technology force’ ," September 26, 2008"
Cable operators slash subscription fee ," September 26, 2008"
"1.5 lakh cr. to develop MIR, says Geeta Reddy "," September 25, 2008"
BJP asks electorate to support Advani for Prime Ministership ," September 24, 2008"
Speed up Indiramma works: Minister ," September 23, 2008"
A mine of opportunities ," September 23, 2008"
K-G basin gas only after January ," September 22, 2008"
Gas from K-G basin only after January ," September 22, 2008"
RIL starts oil production in Krishna Godavari basin ," September 22, 2008"
Oil flows from RIL’s KG basin ," September 20, 2008"
“Single window clearance needed for CGD networks” ," September 19, 2008"
GANDHINAGAR GOSSIP ," September 19, 2008"
Will WiMax score over 3G mobile service? ," September 18, 2008"
Tie-up with Reliance for solar power purchase ," September 17, 2008"
“Strive for all-round development” ," September 16, 2008"
New Arrivals ," September 16, 2008"
ACCESS for civil engineering students ," September 15, 2008"
Donation for flood victims ," September 11, 2008"
RIL donates Rs. 11 crore for Bihar flood relief ," September 11, 2008"
"Reliance to sell fuel in London, Singapore "," September 10, 2008"
Going mainstream with parallel cinema ," September 07, 2008"
Mangroves are depleting at a fast pace: scientist ," September 07, 2008"
Free power for next five years: Chief Minister ," September 06, 2008"
“Neighbourhood stores can co-exist with shopping malls if they invest in EDI” ," September 06, 2008"
10 Indian companies in Forbes’ top 50 ," September 05, 2008"
Selling pressure on BSE ," September 05, 2008"
Reliance to strengthen Vimal brand ," September 03, 2008"
Ambani family MoU may come before court ," September 03, 2008"
‘Robo Camp’ ," September 01, 2008"
Women urged to utilise schemes ," August 31, 2008"
‘Singur will resonate in India’s global image’ ," August 30, 2008"
Surge in crude drags Sensex ," August 29, 2008"
71 cities to get piped gas soon ," August 29, 2008"
Mukesh Ambani backs Nano project ," August 28, 2008"
Ministry asks lawyer to retrace stand ," August 27, 2008"
Pandey has never met Mukesh: officials ," August 27, 2008"
Tatas invited to build Nano in Maharashtra ," August 24, 2008"
Tamil Nadu’s first automatic silk reeling unit opened ," August 24, 2008"
A ‘protsaham’ for poor students ," August 23, 2008"
GIS for Coringa sanctuary ," August 22, 2008"
Good response to NELP-VII ," August 22, 2008"
Xpress Deliveries makes foray into retail courier ," August 21, 2008"
Woman dies in row over land ," August 17, 2008"
Charkhas light up homes ," August 17, 2008"
RIL looking at exporting diesel to Pakistan ," August 17, 2008"
"Bringing light to villages, the e-charkha way "," August 16, 2008"
Strive for self-reliance: Kodiyeri ," August 16, 2008"
RIL oil production from D6 well by year-end ," August 15, 2008"
Strive for self-reliance: Kodiyeri ," August 16, 2008"
RIL oil production from D6 well by year-end ," August 15, 2008"
"RIL, Vornado to invest $500 m in malls "," August 14, 2008"
BSE Group A list revised ," August 14, 2008"
GAIL makes presentation on pipeline project ," August 14, 2008"
‘Let panchayats decide on industries in their area’ ," August 10, 2008"
DTH: bigger players ready to take a plunge ," August 10, 2008"
News Corp to invest $100 m ," August 05, 2008"
Need to create strong technological base ," August 02, 2008"
Sensex surges 301 points ," August 02, 2008"
Lack of amenities puts software industries in a fix ," July 31, 2008"
An ISI story ," July 30, 2008"
"Rewarding careers for MBAs in insurance, communications "," July 28, 2008"
“New defence procurement policy encourages private sector” ," July 27, 2008"
“New defence procurement policy encourages private sector” ," July 26, 2008"
Blasts take a toll on bourses ," July 26, 2008"
BHEL set to bag order for Krishnapatnam plant ," July 25, 2008"
"RIL Q1 net rises to Rs. 4,110 crore "," July 25, 2008"
Big cities in Maharashtra face 5-8 hour power cuts ," July 25, 2008"
Corporates coming back to college to earn credits ," July 24, 2008"
“More honest debate needed” ," July 21, 2008"
TDP spreading canards: YSR ," July 21, 2008"
GAIL starts gas supplies to Trombay region ," July 20, 2008"
Many attend CARD ," July 20, 2008"
Multiplexes set to redefine film-watching ," July 19, 2008"
GSPC to invest $1 billion in KG basin ," July 18, 2008"
Ministers told not to mount pressure for funds ," July 17, 2008"
"A dangerous precedent, says Left "," July 16, 2008"
Nothing wrong in Ambani meeting Manmohan: SP ," July 16, 2008"
Nothing wrong in Manmohan meeting Mukesh: SP ," July 16, 2008"
"New airport terminal building to be ready by year-end, says official "," July 16, 2008"
RIL to raise $1 b syndicated loan ," July 16, 2008"
No horse-trading: Congress ," July 15, 2008"
Mukesh meets Manmohan ," July 15, 2008"
Congress refutes charges of horse-trading ," July 15, 2008"
Mayawati woos investors ," July 13, 2008"
Mayawati woos investors ," July 13, 2008"
A passionate learner’s dream work launched ," July 13, 2008"
A passionate learner’s dream work launched ," July 12, 2008"
Markets end lower ," July 11, 2008"
Sensex loses 176 points on fluid political situation ," July 09, 2008"
"Windfall tax not under purview of Petroleum Ministry, says Deora "," July 09, 2008"
"RIL, GAIL apply for city gas "," July 09, 2008"
Ambanis indulge in shadow-boxing ," July 08, 2008"
Reliance Money makes foray into Nigeria ," July 07, 2008"
Madurai today ," July 07, 2008"
SIP provides students exposure to industry ," July 06, 2008"
"Stop banking on rain, the State needs to look elsewhere for power "," July 06, 2008"
Customs seizes two Reliance planes ," July 05, 2008"
ADAG seeks probe in RCom share slide ," July 05, 2008"
Don’t disturb ," July 05, 2008"
Ties with Egypt to grow despite constraints ," July 04, 2008"
"Reliance Industries sends fresh letter to RCom, MTN "," July 04, 2008"
Markets back in bearish mode ," July 04, 2008"
Pranab’s Egypt visit part of growing ties with West Asia ," July 03, 2008"
Don’t disturb ," July 03, 2008"
NELP: 12 blocks find no takers ," July 01, 2008"
13 Indian cos. figure in FT list ," June 29, 2008"
Sensex up 202 points ," June 27, 2008"
Fusion of Indian software with Chinese hardware ," June 27, 2008"
HR is an intangible asset: Infosys CEO Gopalakrishnan ," June 27, 2008"
"Gas supplies: ‘accord priority to fertilizer, LPG plants’ "," June 26, 2008"
"Over 25,000 trees to be planted in Bidar district "," June 26, 2008"
RIL signs pact with Crescent Petroleum ," June 25, 2008"
MACTA charge ," June 24, 2008"
Blueprint to develop Hope Island ," June 23, 2008"
Collector seeks clarification on supply of gas by GSPCL ," June 21, 2008"
Sensex plunges by over 500 points ," June 21, 2008"
Left parties slam government on inflation ," June 21, 2008"
California-based firm ready to create a ‘Ruckus’ Business sense ," June 21, 2008"
