Headline,Posted
"Stocks in news: Tata Consumer, V-Mart, Infosys, Future Retail, JSW Energy, Tata Motors","February 03, 2021"
Delhi HC orders status quo on Future Group-Reliance deal,"February 02, 2021"
Dog in a manger': Kishore Biyani's description of Amazon,"February 02, 2021"
"Sensex reclaims 50,000 mark, Nifty crosses 14,700 after investors cheer Budget 2021","February 02, 2021"
"RIL-FRL deal: Delhi HC asks if Amazon, Future ready to resolve issues","February 02, 2021"
"Share Market Highlights: Sensex ends 1,197 points higher, Nifty at 14,647; SBI, HDFC twins, L&T top gainers","February 02, 2021"
"FM Nirmala Sitharaman reduces customs duty on steel items, scrap","February 01, 2021"
"Stocks in news: Titan, Airtel, ICICI Bank, SJVN, Tata Motors, Cipla","February 01, 2021"
"Share Market Highlights: Investors give thumbs up to Budget, Sensex ends 2,314 points higher; Nifty at 14,281","February 01, 2021"
"Budget 2021 Highlights: Chidambaram lashes out at govt; says migrants, farmers deceived","February 01, 2021"
Nine of 10 most valued firms take over Rs 3.96 lakh cr hit in m-cap; RIL biggest loser,"January 31, 2021"
Future Group tells Delhi HC it will collapse if RIL deal falls through,"January 30, 2021"
Amazon vs Future: Kishore Biyani likens US giant to Alexander the Great,"January 30, 2021"
ED investigating Amazon for FDI violations in Future Retail deal,"January 28, 2021"
"Grasim, JSW, Reliance face off in paint world","January 27, 2021"
Reliance stock falls 10% in 3 days; is it good time to buy?,"January 27, 2021"
Banking on technology: 5 tech trends every bank should be prepared for in 2021,"January 27, 2021"
"Sensex ends 937 points lower, Nifty below 14K: Five factors that led to the correction","January 27, 2021"
"RIL share falls over 9% in three sessions, here's why","January 27, 2021"
"RIL, Mahindra join global giants in committing to stakeholder capitalism metrics","January 27, 2021"
"Amazon moves Delhi HC, seeks Biyani's detention, attachment of assets","January 26, 2021"
ADB lists 10-year masala bonds worth Rs 300 crore on India INX,"January 25, 2021"
"Sensex ends 530 points lower, Nifty below 14,250; HCL Tech, Infosys, RIL top losers","January 25, 2021"
TCS briefly beats Accenture to become most-valued IT company of the world,"January 25, 2021"
Reliance Industries spins off oil-to-chemical business into new unit,"January 25, 2021"
RIL share falls over 4% after Q3 revenue takes pandemic hit,"January 25, 2021"
"Stocks in news: RIL, YES Bank, JM Financial, Gland Pharma, JSW Steel, Tata Motors","January 25, 2021"
"M-cap of four of 10 most valued firms reaches over Rs 1.15 lakh crore; RIL, TCS top gainers","January 24, 2021"
Mukesh Ambani moves to 11th spot in world's richest billionaires list,"January 23, 2021"
BT MindRush 2021: Here are the winners of 'India's Best CEOs',"January 23, 2021"
"RIL Q3 results: Reliance Jio, Retail overtake refining and petchem in EBITDA","January 22, 2021"
"Reliance Retail Q3 profit surges 88% to Rs 1,830 crore; generates 50,000 new jobs","January 22, 2021"
"Reliance Jio Q3 results: Net profit jumps 15.5% to Rs 3,489 crore","January 22, 2021"
"RIL Q3 results: Profit rises 12.5% to Rs 13,101 crore, revenue down 22%","January 22, 2021"
"Sensex slips 746 points, ends below 49,000: Five factors that led to correction today","January 22, 2021"
RIL to announce Q3 results today: What to expect?,"January 22, 2021"
"Stocks in news: HDFC Bank, Vedanta, Wipro, MCX India, Cyient, JK Tyre","January 22, 2021"
"Sensex ends lower on profit-booking after scaling 50,000 mark: 10 things to know about the market today","January 21, 2021"
"Sensex at 50,000: Six stocks that have been part of the index's dream run","January 21, 2021"
RIL outshines Sensex in last 25 years,"January 21, 2021"
Sensex's Six-Ratans,"January 21, 2021"
"Market wealth zooms past Rs 199 lakh crore as Sensex scales 50,000 mark","January 21, 2021"
"Stocks in news: L&T Tech, Bajaj Finance, Axis Bank, Sun Pharma, UltraTech Cement","January 21, 2021"
Flipkart gets CCI nod to acquire 7.8% stake in Aditya Birla Fashion and Retail,"January 20, 2021"
Tata Group eyes 60% stake in BigBasket; set to pump in $250 million initially,"January 20, 2021"
"Sensex, Nifty rebound after two days of correction: Five factors behind the rally","January 19, 2021"
"Investor wealth rises by Rs 3.43 lakh crore as Sensex, Nifty log best gain in four months","January 19, 2021"
"Bajaj Finserv share rises 10%; among top gainers on BSE, NSE","January 19, 2021"
"Sensex reclaims 49K mark, Nifty nears 14,450; Bajaj Finance, SBI, ONGC top gainers","January 19, 2021"
"Budget 2021: Infra push can boost economy, improve competitiveness","January 18, 2021"
RIL share ends over 2% higher on plan to embed JioMart into WhatsApp,"January 18, 2021"
"Six of top-10 most valued firms add Rs 1.13 lakh crore in m-cap; TCS, Airtel biggest gainers","January 17, 2021"
Amazon urges SEBI to suspend review of Future-Reliance deal,"January 15, 2021"
Amazon urges SEBI not to approve Future-Reliance deal,"January 14, 2021"
Delhi HC seeks Future Retail's stand on Amazon's plea challenging court observations,"January 13, 2021"
Maharashtra defies Centre on GST; CBIC circulars not automatically applicable in state,"January 13, 2021"
Three key issues Budget 2021 should focus on,"January 13, 2021"
Employment contracts by 2.8% in Oct-Dec quarter: CMIE,"January 13, 2021"
11 Indian firms make it to Hurun's top 500 list,"January 13, 2021"
"Tata, HDFC groups surge past record set by Reliance","January 12, 2021"
"Sensex scales record closing high, Nifty ends above 14,500; RIL, L&T, Bharti Airtel top gainers","January 12, 2021"
RIL earnings recovery to follow petchem bounce back in Q3: Analysts,"January 11, 2021"
"Sensex closes above 49K for first time, Nifty nears 15K mark; IT stocks gain","January 11, 2021"
YES Bank share falls after three sessions,"January 11, 2021"
Chicken demand nosedives; mutton prices reach Rs 800 per kg,"January 11, 2021"
TCS biggest gainer last week; 7 of top 10 firms add Rs 1.37 lakh crore,"January 10, 2021"
"COVID-19 a game-changer in Media, Music & Entertainment","January 09, 2021"
Reliance Infrastructure sells stakes worth Rs 900 crore in PKTCL to India Grid,"January 09, 2021"
Spectrum sale: Jio may shell out huge money in March auctions,"January 08, 2021"
Market-cap of BSE-listed companies' surges to record Rs 193.18 lakh crore,"January 07, 2021"
Amazon-Future row: Singapore's arbitration court forms 3-member panel to pass final verdict,"January 06, 2021"
"After overtaking Ambani, China's 'Lone Wolf' replaces Warren Buffett as 6th richest in the world","January 06, 2021"
"Sensex ends 263 points lower, Nifty at 14,146; NTPC, Asian paints, M&M top losers","January 06, 2021"
The FAB Challenge,"January 06, 2021"
"Stocks in news: HDFC, HDFC Bank, RIL, Bajaj Finance, Hero MotoCorp, Godrej Consumer","January 06, 2021"
Michael Hwang joins arbitration tribunal looking into Amazon-Future dispute: Report,"January 06, 2021"
"Reliance Jio tower damage: HC issues notice to Punjab, Centre","January 06, 2021"
Amazon knew fully about talks with RIL for retail assets' sale: Kishore Biyani,"January 06, 2021"
"Sensex ends at record high, Nifty at 14,199; HDFC, TCS, HUL top gainers","January 05, 2021"
"M-cap of BSE-listed firms sprints past Rs 191 lakh crore; RIL, TCS top gainers","January 05, 2021"
"Biz EOD: Sensex hits 48,000; Tax Dept to prefill capital gains; Infosys, TCS, Wipro to shine","January 04, 2021"
"Tower damage case: Reliance's affidavit in HC full of false claims, says farmers' body","January 04, 2021"
Centre-farmers' talks inconclusive; next meeting on January 8 as agitation continues,"January 04, 2021"
"Sensex ends above 48K for first time, Nifty crosses 14,100; TCS, HUL, ONGC top gainers","January 04, 2021"
"Sensex hits 48,000 for first time on nod to domestic COVID-19 vaccines","January 04, 2021"
"No plans to buy agricultural land for corporate, contract farming: RIL","January 04, 2021"
"Amazon didn't care to help, wants Future Group to languish: Kishore Biyani","January 04, 2021"
"Seven out of 10 firms add Rs 75,845 crore in m-cap; HDFC biggest gainer","January 03, 2021"
"UK flights to resume from Jan 8; SEBI fines RIL, Mukesh Ambani","January 02, 2021"
"Zomato receives record 4,100 orders per minute on New Year's eve","January 02, 2021"
"SEBI fines Reliance Industries, Mukesh Ambani over RPL share trades","January 01, 2021"
Mukesh Ambani no longer Asia's richest man; replaced by Chinese 'Lone Wolf',"December 31, 2020"
"Damage to industrial, infra assets will turn investors away: ASSOCHAM President to Punjab CM","December 30, 2020"
"Reliance, BP invite bids for sale of gas from KG D6 basin","December 30, 2020"
RIL completes IMG Worldwide LLC's stake acquisition in sports management JV,"December 30, 2020"
"Amazon invested Rs 11,400 crore in India in 2019-20","December 30, 2020"
"Stocks in news: Vedanta, RIL, SBI, UPL, Jindal Steel & Power, APL Apollo Tubes","December 30, 2020"
Cap on steel prices not needed in an open economy: JSPL,"December 29, 2020"
Dhunseri Ventures share rises 10% on levy of anti-dumping duty on PET Resin imports from China,"December 29, 2020"
COAI condemns attack on Reliance Jio's towers amid farmers' protest in Punjab,"December 29, 2020"
"From brink to recovery, India's retail sector pins hope on 2021","December 29, 2020"
"Future Retail urges Sebi to approve Reliance Retail deal, cites Delhi HC order","December 29, 2020"
Attacks on Jio towers continue; association to write another letter to Punjab Police,"December 28, 2020"
COVID-19 impact: Indian retailers hopeful of 85% revival by June 2021,"December 28, 2020"
"There was, is and will be no one like you, Pappa': Tina Ambani remembers Dhirubhai on birth anniversary","December 28, 2020"
"Coronavirus, vaccines and volatility: Stock market takes a wild ride in 2020","December 27, 2020"
"Six of top-10 firms add Rs 60,198 crore in m-cap; Infosys, TCS biggest gainers","December 27, 2020"
Mukesh Ambani out of 10 richest billionaires' list as RIL shares decline,"December 26, 2020"
"One-third of CMOs expect V-shaped recovery of their industries, says report","December 26, 2020"
"RIL to acquire 50% stake in its sports arm IMG-R, rebrand as Reliance","December 25, 2020"
Mrs Bectors Food share closes 106% higher on market debut,"December 24, 2020"
"Sensex, Nifty end at record highs; ONGC, RIL, Sun Pharma top gainers","December 24, 2020"
Reliance Industries share rises 3% after Jio adds maximum subscribers in October,"December 24, 2020"
Full Throttle,"December 24, 2020"
Universal Reinventor,"December 24, 2020"
Mercurial Transformer,"December 24, 2020"
Staying on Top,"December 24, 2020"
Mettle of the Best CEOs,"December 24, 2020"
Mukesh Ambani's grandson named Prithvi Akash Ambani,"December 24, 2020"
"Oppo Reno 5 Pro, Reno 5 may launch in India in January","December 24, 2020"
"Airtel connects 13.6 million new users, Jio adds only 9.1 million in Jul-Oct","December 24, 2020"
"Stocks in news: Mrs Bectors Food, Airtel, RIL, HDFC, Tata Communications, Aurobindo Pharma","December 24, 2020"
"Infosys fastest wealth creator in 25 years, Reliance biggest: Motilal Oswal","December 23, 2020"
"ED arrests three promoters of Agri Gold Group in connection to Rs 6,380 Ponzi scam","December 23, 2020"
"Jio 5G launch in 2021 or not, India late in global race","December 22, 2020"
"Air India offers free rescheduling of tickets for UK, Oman, Saudi Arabia","December 22, 2020"
"Sensex ends 452 points higher, Nifty at 13,466; IT stocks shine","December 22, 2020"
"Sensex ends 1,406 points lower: All you need to know about the market crash","December 21, 2020"
Future-Reliance deal: Delhi HC refuses to restrict Amazon from approaching regulators,"December 21, 2020"
"Share Market Highlights: Sensex ends 1,406 points lower, Nifty at 13,328; Nestle, HUL, Infosys top losers","December 21, 2020"
"Stocks in news: RIL, JSW Steel, M&M, Infosys, PVR, PNB, ONGC, Lupin","December 21, 2020"
"No lockdown in Maharashtra, decision to reopen schools soon: CM Thackeray","December 20, 2020"
"Despite COVID-19 pandemic, India Inc raised Rs 10 lakh crore this year","December 20, 2020"
"IDBI Bank raises Rs 1,435 crore via issue of equity shares to 44 investors","December 20, 2020"
PayPal fined Rs 96 lakh for violating India's anti-money laundering processes,"December 20, 2020"
Jio and Airtel consolidating market share; Vodafone Idea likely to lose RMS,"December 20, 2020"
Air India privatisation likely to conclude in next fiscal,"December 20, 2020"
Reliance Industries to set up 'world's largest zoo' in Gujarat,"December 20, 2020"
"Eight of top-10 companies see M-cap zoom to Rs 1.25 lakh cr; HDFC, TCS big gainers","December 20, 2020"
PM Modi has led India from the front during COVID-19 pandemic: Ratan Tata,"December 19, 2020"
Corporate India's overseas investments reach $12.25 billion during FY21: Care Ratings,"December 19, 2020"
"RIL, BP start gas production at ultra-deep-water field in KG D6","December 18, 2020"
"Jio, Airtel, Voda Idea may have to cough up Rs 50,000 crore for March spectrum auction","December 18, 2020"
"Future Retail, YES Bank, GE Power among top wealth destroyers of 2020","December 17, 2020"
"Share Market Highlights: Sensex ends at record high, Nifty at 13,740; HDFC, TCS, RIL, SBI, L&T top gainers","December 17, 2020"
"Sensex, Nifty close at record highs; M&M, NTPC, Maruti, HDFC top gainers","December 15, 2020"
"In next 2 decades, India will be among top 3 economies': Mukesh Ambani tells Mark Zuckerberg","December 15, 2020"
Your father has incredible legacy': Mark Zuckerberg praises Dhirubhai in chat with Mukesh Ambani,"December 15, 2020"
"Mukesh Ambani, Mark Zuckerberg discuss future of 5G in India","December 15, 2020"
"Share Market Highlights: Sensex ends 9 points higher, Nifty at 13,567; L&T, RIL, Infosys, ITC top losers","December 15, 2020"
"Sensex, Nifty close at record highs; L&T, ONGC, NTPC, Titan top gainers","December 14, 2020"
BT Buzz: A $12 billion puzzle -- why auto industry cannot be Atmanirbhar,"December 14, 2020"
"Share Market Highlights: Sensex ends 154 points higher, Nifty at 13,558; L&T, ONGC, NTPC, Titan top gainers","December 14, 2020"
"RSS wing cautions against 'nexus' of MNCs, Indian business houses in retail","December 13, 2020"
"8 of 10 most valued firms add Rs 1.53 lakh crore in m-cap; RIL, TCS biggest gainers","December 13, 2020"
"Sensex ends above 46K, Nifty at 13,513; ONGC SBI, NTPC top gainers","December 11, 2020"
Welcome 'Junior Ambani'! Twitterati wish Ambani family on birth of baby boy,"December 11, 2020"
